"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"JVY","IN","Clark County","Jeffersonville","USA",38.36562278,-85.73829639,-5,1,NA
"JVY","IN","Clark County","Jeffersonville","USA",38.36562278,-85.73829639,-5,0,NA
"JWG","OK","Watonga","Watonga","USA",35.86469444,-98.42075,-6,1,NA
"JWN","TN","John C. Tune","Nashville","USA",36.18236194,-86.88672278,-6,1,NA
"JXN","MI","Jackson County Reynolds ","Jackson","USA",42.25978556,-84.45940361,-5,1,NA
"JYG","MN","St James Municipal","St James","USA",43.98631833,-94.55793722,-6,1,NA
"JYL","GA","Plantation Airpark","Sylvania","USA",32.64544861,-81.59649722,-5,1,NA
"JYM","MI","Hillsdale Municipal","Hillsdale","USA",41.92126083,-84.5857625,-5,1,NA
"JYO","VA","Leesburg Executive ","Leesburg","USA",39.07797222,-77.5575,-5,1,NA
"JYR","NE","Municipal","York","USA",40.89675,-97.62277778,-6,1,NA
"JZI","SC","Charleston Executive","Charleston","USA",32.70086111,-80.00291667,-5,1,NA
"JZP","GA","Pickens County","Jasper","USA",34.45147972,-84.45659278,-5,1,NA
"JZZ","AK","Koliganek","Koliganek","USA",59.72664194,-157.2594722,NA,NA,NA
"K01","NE","Farington ","Auburn","USA",40.38750167,-95.78916167,-6,1,NA
"K02","MO","Perryville Municipal","Perryville","USA",37.86866667,-89.86213889,-6,1,NA
"K06","IL","Greater Beardstown","Beardstown","USA",39.97338139,-90.40373556,-6,1,NA
"K09","NY","Piseco Muni","Piseco","USA",43.45340222,-74.51765083,-5,1,NA
"K15","MO","Linn Creek-Grand Glaize Memorial","Osage Beach","USA",38.11045,-92.68054583,-6,1,NA
"K20","KY","Wendell H. Ford","Hazard","USA",37.38783833,-83.26205889,-5,1,NA
"K22","KY","Big Sandy Regional","Prestonburg","USA",37.75102778,-82.63669444,-5,1,NA
"K24","KY","Russell County","Jamestown","USA",37.00888889,-85.10277778,-5,1,NA
"K24","KY","Russell County","Jamestown","USA",37.00888889,-85.10277778,-6,1,NA
"K29","AK","Council","Council","USA",64.89788278,-163.7034472,NA,NA,NA
"K33","MO","Salem Memorial","Salem","USA",37.61523333,-91.60444167,-6,1,NA
"K34","KS","Municipal","Gardner","USA",38.80708333,-94.95602778,-6,1,NA
"K39","MO","St Clair Memorial","St Clair","USA",38.37594333,-90.97073944,-6,1,NA
"K46","NE","Blair Municipal","Blair","USA",41.41805139,-96.1136275,-6,1,NA
"K54","AK","Teller","Teller","USA",65.24089806,-166.3360067,-9,1,NA
"K57","MO","Gould Peterson Municipal","Tarkio","USA",40.44583139,-95.36275806,-6,1,NA
"K59","KS","Amelia Earhart","Atchison","USA",39.57052472,-95.18033139,-6,1,NA
"K61","KS","Moritz Memorial","Beloit","USA",39.47115222,-98.12878389,-6,1,NA
"K62","KY","Falmouth Pendleton County","Falmouth","USA",38.70423611,-84.39160417,-5,1,NA
"K67","KS","Oswego Municipal","Oswego","USA",37.15978667,-95.04246222,-6,1,NA
"K68","KS","Garnett Municipal","Garnett","USA",38.27918833,-95.21691833,-6,1,NA
"K78","KS","Abilene Municipal","Abilene.","USA",38.90405583,-97.23585389,-6,1,NA
"K81","KS","Miami County","Paola","USA",38.53751389,-94.92524194,-6,1,NA
"K82","KS","Smith Center Municipal","Smith Center","USA",39.76112278,-98.79343639,-6,1,NA
"K83","KS","Sabetha Municipal","Sabetha","USA",39.90416667,-95.7794325,-6,1,NA
"K88","KS","Allen County","Iola","USA",37.87008333,-95.38638889,-6,1,NA
"K89","MO","Macon-Fower Memorial","Macon","USA",39.72870694,-92.464455,-6,1,NA
"K96","IL","Tuscola","Tuscola","USA",39.78086528,-88.30616,-6,1,NA
"KAE","AK","Kake SPB","Kake","USA",56.97299639,-133.9456147,-9,1,NA
"KAL","AK","Kaltag","Kaltag","USA",64.32571917,-158.7441475,-9,1,NA
"KCC","AK","Coffman Cove SPB","Coffman Cove","USA",56.00324444,-132.8419689,-9,1,NA
"KCL","AK","Chignik Lagoon","Chignik Flats","USA",56.31116306,-158.5359264,-9,1,NA
"KEB","AK","English Bay","English Bay","USA",59.35214833,-151.9251558,-9,1,NA
"KEK","AK","Ekwok","Ekwok","USA",59.35399444,-157.4744092,-9,1,NA
"KFP","AK","False Pass","False Pass","USA",54.84744583,-163.4103222,-9,1,NA
"KGX","AK","Grayling","Grayling","USA",62.89456056,-160.0649042,-9,1,NA
"KIB","AK","Ivanof Bay SPB","Ivanof Bay","USA",55.89753333,-159.4886689,-9,1,NA
"KIC","CA","Mesa Del Rey","King City","USA",36.22802139,-121.1218614,-8,1,NA
"KKA","AK","Koyuk","Koyuk","USA",64.93404056,-161.158145,-9,1,NA
"KKB","AK","Kitoi Bay SPB","Kitoi Bay","USA",58.19094611,-152.3704875,-9,1,NA
"KLG","AK","Kalskag","Kalskag","USA",61.53627389,-160.3413306,-9,1,NA
"KLL","AK","Levelock","Levelock","USA",59.11816472,-156.8652169,-9,1,NA
"KLS","WA","Kelso-Longview","Kelso","USA",46.118,-122.8983889,-8,1,NA
"KNB","UT","Kanab Muni","Kanab","USA",37.01110583,-112.5311936,-7,1,NA
"KNW","AK","Stuyahok","New Stuyahok","USA",59.44955333,-157.3271908,-9,1,NA
"KOA","HI","Kona International At Keahole","Kailua/Kona","USA",19.73876583,-156.0456314,-10,0,69177
"KPB","AK","Point Baker SPB","Point Baker","USA",56.35185972,-133.6225864,-9,1,NA
"KPH","AK","Pauloff Harbor SPB","Pauloff Harbor","USA",54.45912028,-162.6936406,9,NA,NA
"KQA","AK","Akutan SPB","Akutan","USA",54.13246694,-165.7853111,-9,1,NA
"KSM","AK","St. Marys","St. Marys","USA",62.06048639,-163.3021108,-9,1,467
"KTB","AK","Thorne Bay","Thorne Bay","USA",55.68796194,-132.5366758,-9,1,NA
"KTN","AK","Ketchikan International","Ketchikan","USA",55.35556861,-131.71374,-9,1,50010
"KTS","AK","Brevig Mission","Brevig Mission","USA",65.33136111,-166.4631667,-9,1,NA
"KVC","AK","King Cove","King Cove","USA",55.1163475,-162.2662272,-9,1,NA
"KVL","AK","Kivalina","Kivalina","USA",67.73125333,-164.5518019,-9,1,NA
"KWT","AK","Kwethluk","Kwethluk","USA",60.80425194,-161.44535,-9,1,NA
"KXA","AK","Kasaan SPB","Kasaan","USA",55.53741389,-132.3975144,-9,1,NA
"KYK","AK","Karluk","Karluk","USA",57.56706389,-154.4503714,-9,1,NA
"KYU","AK","Koyukuk","Koyukuk","USA",64.87714278,-157.7158358,-9,1,NA
"L04","CA","Holtville","Holtville","USA",32.84032361,-115.2674806,-8,1,NA
"L05","CA","Kern Valley","Kernville","USA",35.72828472,-118.4198069,-8,1,NA
"L06","CA","Furnace Creek","Death Valley National Park","USA",36.46383694,-116.8814425,-8,1,NA
"L08","CA","Borrego Valley","Borrego Springs","USA",33.25902778,-116.3209722,-8,1,NA
"L12","CA","Redlands Municipal","Redlands","USA",34.08526167,-117.1463789,-8,1,NA
"L15","NV","Henderson","Las Vegas","USA",35.97636444,-115.1327708,-8,1,NA
"L17","CA","Taft-Kern County","Taft","USA",35.14107806,-119.4412294,-8,1,NA
"L18","CA","Fallbrook Community Airpark","Fallbrook","USA",33.35419806,-117.2508686,-8,1,NA
"L18","CA","Fallbrook Community Airpark","Fallbrook","USA",33.35419806,-117.2508686,-7,1,NA
"L19","CA","Wasco-Kern County","Wasco","USA",35.61967889,-119.3537242,-8,1,NA
"L26","CA","Hesperia","Hesperia","USA",34.37722333,-117.3158783,-8,1,NA
"L31","LA","Greater St. Tammany Parish ","Covington","USA",30.44505417,-89.98887889,-6,1,NA
"L35","CA","Big Bear City","Big Bear","USA",34.26361944,-116.854475,-8,1,NA
"L38","LA","Louisiana Regional","Gonzales","USA",30.17135306,-90.94039583,-6,1,NA
"L39","LA","Leesville","Leesville","USA",31.16819444,-93.34245833,-6,1,NA
"L42","LA","Allen Parish","Oakdale","USA",30.75016667,-92.68847222,-6,1,NA
"L45","CA","Bakersfield Municipal","Bakersfield","USA",35.32483333,-118.9958333,-8,1,NA
"L49","LA","South Lafourche","Galliano","USA",29.44482222,-90.26111667,-6,1,NA
"L52","CA","Oceano County","Oceano","USA",35.10136472,-120.6221153,-8,1,NA
"L67","CA","Rialto Municipal ","Rialto","USA",34.12934361,-117.4016303,-8,1,NA
"L70","CA","Agua Dulce Airpark","Agua Dulce","USA",34.50415889,-118.3128561,-8,1,NA
"L71","CA","California City Municipal","California City","USA",35.15125306,-118.0166667,-8,1,NA
"L72","CA","Trona","Trona","USA",35.81245333,-117.3272783,-8,1,NA
"L75","LA","Southland ","Sulphur","USA",30.13138889,-93.37611111,-6,1,NA
"L83","LA","Thibodaux Municipal","Thibodaux","USA",29.74779194,-90.83289889,-6,1,NA
"L84","CA","Lost Hills-Kern County","Lost Hills","USA",35.62357083,-119.6862383,-8,1,NA
"L92","NV","Alamo Landing ","Alamo","USA",37.36246083,-115.1944622,-8,1,NA
"LAA","CO","Lamar Muni","Lamar","USA",38.06969444,-102.6885,-7,1,NA
"LAF","IN","Purdue University","Lafayette","USA",40.41231694,-86.93689889,-5,0,NA
"LAL","FL","Lakeland Linder Regional","Lakeland","USA",27.98891667,-82.01855556,-5,1,NA
"LAM","NM","Los Alamos","Los Alamos","USA",35.87980194,-106.2694153,-7,1,NA
"LAN","MI","Capital City","Lansing","USA",42.7787,-84.58735806,-5,1,65626
"LAR","WY","Laramie Regional","Laramie","USA",41.31205,-105.6749864,-7,1,NA
"LAS","NV","McCarran International","Las Vegas","USA",36.08036111,-115.1523333,-8,1,2517714
"LAW","OK","Lawton-Ft Sill Regional","Lawton","USA",34.56771444,-98.41663667,-6,1,16482
"LAX","CA","Los Angeles International","Los Angeles","USA",33.94253611,-118.4080744,-7,1,3946884
"LAX","CA","Los Angeles International","Los Angeles","USA",33.94253611,-118.4080744,-8,1,3946884
"LBB","TX","Lubbock International","Lubbock","USA",33.66363889,-101.8227778,-6,1,168012
"LBE","PA","Arnold Palmer Regional","Latrobe","USA",40.27594,-79.40479722,-5,1,NA
"LBF","NE","North Platte Regional ","North Platte","USA",41.12621194,-100.6836542,-6,1,NA
"LBF","NE","North Platte Regional ","North Platte","USA",41.12621194,-100.6836542,-7,1,NA
"LBL","KS","Liberal Municipal","Liberal","USA",37.04420944,-100.9598611,-6,1,NA
"LBO","MO","Floyd W Jones Lebanon","Lebanon","USA",37.64718056,-92.65375778,-6,1,NA
"LBT","NC","Lumberton Municipal","Lumberton","USA",34.60991667,-79.05944444,-5,1,NA
"LBX","TX","Brazoria County","Angleton","USA",29.10863889,-95.46208056,-6,1,NA
"LCG","NE","Wayne Municipal","Wayne","USA",42.24188889,-96.98141667,-6,1,NA
"LCH","LA","Lake Charles Regional","Lake Charles","USA",30.1260975,-93.22340361,-6,1,7389
"LCI","NH","Laconia Municipal","Laconia","USA",43.57272806,-71.41890028,-5,1,NA
"LCK","OH","Rickenbacker International ","Columbus","USA",39.81375917,-82.92786472,-5,1,NA
"LCQ","FL","Lake City Municipal","Lake City","USA",30.18205556,-82.57686111,-5,1,NA
"LDJ","NJ","Linden ","Linden","USA",40.61744722,-74.24459417,-5,1,NA
"LDM","MI","Mason County","Ludington","USA",43.96253278,-86.40791528,-5,1,NA
"LEB","NH","Lebanon Municipal","Lebanon","USA",43.62637222,-72.30426722,-5,1,NA
"LEE","FL","Leesburg Regional","Leesburg","USA",28.82274417,-81.80900722,-5,1,NA
"LEM","SD","Lemmon Municipal","Lemmon","USA",45.91869722,-102.1061778,-7,1,NA
"LEW","ME","Auburn-Lewiston Municipal","Auburn-Lewiston","USA",44.04847278,-70.2835075,-5,1,NA
"LEX","KY","Blue Grass ","Lexington","USA",38.03697222,-84.60538889,-5,1,123552
"LFK","TX","Lufkin-Angelina County","Lufkin","USA",31.23401389,-94.75,-6,1,NA
"LFT","LA","Lafayette Regional","Lafayette","USA",30.20527972,-91.987655,-6,1,34942
"LGA","NY","LaGuardia","New York","USA",40.77724306,-73.87260917,-5,1,2218460
"LGB","CA","Long Beach (Daugherty )","Long Beach","USA",33.81772222,-118.1516111,-8,1,145614
"LGB","CA","Long Beach (Daugherty )","Long Beach","USA",33.81772222,-118.1516111,-7,1,145614
"LGC","GA","LaGrange-Callaway","Lagrange","USA",33.00884694,-85.07260556,-5,1,NA
"LGD","OR","La Grande/Union County","La Grande","USA",45.29020944,-118.0071108,-8,1,NA
"LGU","UT","Logan-Cache","Logan","USA",41.78773083,-111.8526822,-7,1,NA
"LHD","AK","Lake Hood SPB","Anchorage","USA",61.18000361,-149.9719322,-9,1,NA
"LHM","CA","Lincoln Regional ","Lincoln","USA",38.90916111,-121.3513361,-8,1,NA
"LHQ","OH","Fairfield County","Lancaster","USA",39.75564722,-82.65711,-5,1,NA
"LHV","PA","Wm T Piper Memorial","Lock Haven","USA",41.13618028,-77.42053556,-5,1,NA
"LHX","CO","La Junta Muni","La Junta","USA",38.05134111,-103.5106908,-7,1,NA
"LHZ","NC","Franklin County","Louisburg","USA",36.02334528,-78.33027139,-5,1,NA
"LIC","CO","Limon Municipal","Limon","USA",39.272765,-103.6663392,-7,1,NA
"LIH","HI","Lihue","Lihue","USA",21.97598306,-159.3389581,-10,0,65557
"LIT","AR","Adams ","Little Rock","USA",34.72939611,-92.22424556,-6,1,319943
"LJF","MN","Litchfield Municipal","Litchfield","USA",45.09712889,-94.50726833,-6,1,NA
"LKP","NY","Lake Placid","Lake Placid","USA",44.26447361,-73.96186639,-5,1,NA
"LKR","SC","Lancaster County","Lancaster","USA",34.72291667,-80.85458333,-5,1,NA
"LKU","VA","Louisa County / Freeman ","Louisa","USA",38.00983333,-77.97013889,-5,1,NA
"LKV","OR","Lake County","Lakeview","USA",42.16111111,-120.3990703,-8,1,NA
"LLJ","ID","Challis","Challis","USA",44.52297806,-114.2175642,-7,1,NA
"LLQ","AR","Monticello Municipal","Monticello","USA",33.6385525,-91.75101833,-6,1,NA
"LLU","MO","Lamar Municipal","Lamar","USA",37.4894925,-94.31150444,-6,1,NA
"LMS","MS","Louisville-Winston County","Louisville","USA",33.14620944,-89.06247917,-6,1,NA
"LMT","OR","Klamath Falls International","Klamath Falls","USA",42.15614361,-121.7332081,-8,1,58
"LNA","FL","Palm Beach County Park","Lantana","USA",26.593,-80.08505556,-5,1,NA
"LNC","TX","Lancaster","Lancaster","USA",32.57919111,-96.71905111,-6,1,NA
"LND","WY","Hunt ","Lander","USA",42.81523611,-108.7298392,-7,1,NA
"LNK","NE","Lincoln Municipal","Lincoln","USA",40.85097222,-96.75925,-6,1,61906
"LNL","WI","Kings Land O Lakes","Land O Lakes","USA",46.15387722,-89.21194417,-6,1,NA
"LNN","OH","Lost Nation","Willoughby","USA",41.68391667,-81.39030556,-5,1,NA
"LNP","VA","Lonesome Pine","Wise","USA",36.98743194,-82.53017361,-5,1,NA
"LNS","PA","Lancaster","Lancaster","USA",40.12171528,-76.29609778,-5,1,NA
"LNY","HI","Lanai","Lanai City","USA",20.78561111,-156.9514181,-10,0,289
"LOL","NV","Derby ","Lovelock","USA",40.066405,-118.5651664,-8,1,NA
"LOT","IL","Lewis University","Chicago/Romeoville","USA",41.60844444,-88.09094444,-6,1,NA
"LOU","KY","Bowman ","Louisville","USA",38.228,-85.66372222,-6,1,NA
"LOU","KY","Bowman ","Louisville","USA",38.228,-85.66372222,-5,1,NA
"LOZ","KY","London-Corbin  Magee ","London","USA",37.08727778,-84.07677778,-5,1,NA
"LPC","CA","Lompoc","Lompoc","USA",34.66561028,-120.4667883,-8,1,NA
"LPR","OH","Lorain Co Regional","Lorain/Elyria","USA",41.34427778,-82.17763889,-5,1,NA
"LQK","SC","Pickens County","Pickens","USA",34.80997222,-82.70288889,-5,1,NA
"LQR","KS","Larned-Pawnee County","Larned","USA",38.20809667,-99.08607306,-6,1,NA
"LRD","TX","Laredo International","Laredo","USA",27.54373861,-99.46154361,-6,1,16554
"LRG","ME","Lincoln Regional","Lincoln","USA",45.36216083,-68.53474694,-5,1,NA
"LRJ","IA","Le Mars Municipal","Le Mars","USA",42.77801778,-96.19368944,-6,1,NA
"LRU","NM","Las Cruces International","Las Cruces","USA",32.28941667,-106.9219722,-7,1,NA
"LSB","NM","Lordsburg Municipal","Lordsburg","USA",32.33278083,-108.6909742,-7,1,NA
"LSE","WI","La Crosse Municipal","La Crosse","USA",43.87937972,-91.25653778,-6,1,28023
"LSK","WY","Lusk Muni","Lusk","USA",42.75380806,-104.4045536,-7,1,NA
"LSN","CA","Los Banos Municipal","Los Banos","USA",37.06290556,-120.8692511,-8,1,NA
"LUG","TN","Ellington ","Lewisburg","USA",35.506975,-86.80388611,-6,1,NA
"LUK","OH","Cincinnati Muni-Lunken ","Cincinnati","USA",39.10334417,-84.41861417,-5,1,NA
"LUL","MS","Hesler-Noble ","Laurel","USA",31.67255139,-89.17222417,-6,1,NA
"LUP","HI","Kalaupapa","Kalaupapa","USA",21.21104028,-156.9735972,-10,0,NA
"LVJ","TX","Clover ","Houston","USA",29.52130556,-95.24216667,-6,1,NA
"LVK","CA","Livermore Municipal","Livermore","USA",37.69339944,-121.8203519,-8,1,NA
"LVM","MT","Mission ","Livingston","USA",45.69938889,-110.4483056,-7,1,NA
"LVN","MN","Airlake ","Minneapolis","USA",44.62785361,-93.22810806,-6,1,NA
"LVS","NM","Las Vegas Municipal","Las Vegas","USA",35.65422222,-105.1423889,-7,1,NA
"LWB","WV","Greenbrier Valley","Lewisburg","USA",37.85830556,-80.39947222,-5,1,1492
"LWC","KS","Lawrence Municipal","Lawrence","USA",39.01115222,-95.21657694,-6,1,NA
"LWD","IA","Lamoni Municipal","Lamoni","USA",40.63333306,-93.90217028,-6,1,NA
"LWL","NV","Wells Municipal/Harriet ","Wells","USA",41.11853306,-114.9222661,-8,1,NA
"LWM","MA","Lawrence Municipal","Lawrence","USA",42.71720944,-71.12343,-5,1,NA
"LWS","ID","Lewiston-Nez Perce County","Lewiston","USA",46.37449806,-117.0153944,-8,1,2302
"LWT","MT","Lewistown Muni","Lewistown","USA",47.04913944,-109.4666006,-7,1,NA
"LWV","IL","Lawrenceville-Vincennes Municipal","Lawrenceville","USA",38.76429639,-87.60549556,-6,1,NA
"LXL","MN","Little Falls - Morrison County","Little Falls","USA",45.94943778,-94.34708472,-6,1,NA
"LXN","NE","Lexington (Jim Kelly )","Lexington","USA",40.791,-99.77727778,-6,1,NA
"LXT","MO","Lees Summit Municipal","Lees Summit","USA",38.95975,-94.37158333,-6,1,NA
"LXV","CO","Lake County","Leadville","USA",39.2202675,-106.3166906,-7,1,NA
"LXY","TX","Mexia-Limestone County","Mexia","USA",31.63983472,-96.51472222,-6,1,NA
"LYH","VA","Lynchburg Municipal-Preston Glenn ","Lynchburg","USA",37.32668528,-79.20043056,-5,1,9046
"LYO","KS","Lyons-Rice County Municipal","Lyons","USA",38.34261472,-98.22709639,-6,1,NA
"LZU","GA","Gwinnett County ","Lawrenceville","USA",33.97807611,-83.96237722,-5,1,NA
"M01","TN","General Dewitt Spain","Memphis","USA",35.20069278,-90.05397694,-6,1,NA
"M02","TN","Dickson Municipal","Dickson","USA",36.12931722,-87.43007056,-6,1,NA
"M03","AR","Dennis F Cantrell ","Conway","USA",35.08080778,-92.42496167,-6,1,NA
"M04","TN","Covington Municipal","Covington","USA",35.583365,-89.58722167,-6,1,NA
"M05","MO","Caruthersville Memorial","Caruthersville","USA",36.17506917,-89.67508,-6,1,NA
"M08","TN","William L. Whitehurst ","Bolivar","USA",35.21445944,-89.04336222,-6,1,NA
"M09","MO","Piedmont Municipal","Piedmont","USA",37.12671694,-90.7128975,-6,1,NA
"M11","MS","Copiah County","Crystal Springs","USA",31.90293639,-90.36870222,-6,1,NA
"M13","MS","Poplarville-Pearl River County","Poplarville","USA",30.78602056,-89.50450694,-6,1,NA
"M15","TN","Perry County","Linden","USA",35.59590306,-87.87669361,-6,1,NA
"M16","MS","John Bell Williams","Raymond","USA",32.30334111,-90.40848333,-6,1,NA
"M17","MO","Bolivar Municipal","Bolivar","USA",37.59693194,-93.34765,-6,1,NA
"M18","AR","Hope Municipal","Hope","USA",33.72008889,-93.65884556,-6,1,NA
"M19","AR","Newport Municipal","Newport","USA",35.63771778,-91.17637556,-6,1,NA
"M21","KY","Muhlenberg County","Greenville","USA",37.22561111,-87.15752778,-6,1,NA
"M22","AL","Russellville Municipal","Russellville","USA",34.44953972,-87.71030833,-6,1,NA
"M23","MS","James H. Easom ","Newton","USA",32.31181111,-89.13589194,-6,1,NA
"M24","MS","Dean Griffin Memorial","Wiggins","USA",30.84324389,-89.15977333,-6,1,NA
"M25","KY","Mayfield-Graves County","Mayfield","USA",36.76911111,-88.58472222,-6,1,NA
"M27","AR","Waldron Municipal","Waldron","USA",34.87509944,-94.10993056,-6,1,NA
"M29","TN","Hassel ","Clifton","USA",35.38507528,-87.96752833,-6,1,NA
"M30","IL","Metropolis Municipal","Metropolis","USA",37.18588722,-88.75061,-6,1,NA
"M32","AR","Lake Village Municipal","Lake Village","USA",33.3459775,-91.31569833,-6,1,NA
"M33","TN","Sumner County Regional","Gallatin","USA",36.37684472,-86.40875861,-6,1,NA
"M34","KY","Kentucky Dam State Park","Gilbertsville","USA",37.00950028,-88.29586639,-6,1,NA
"M36","AR","Frank Federer Memorial","Brinkley","USA",34.88000194,-91.1764375,-6,1,NA
"M37","MS","Ruleville-Drew","Drew","USA",33.77639167,-90.52500833,-6,1,NA
"M39","AR","Mena Intermountain Municipal","Mena","USA",34.54539444,-94.20265278,-6,1,NA
"M40","MS","Monroe County","Aberdeen-Amory","USA",33.87374861,-88.48967833,-6,1,NA
"M41","MS","Holly Springs-Marshall County","Holly Springs","USA",34.80434611,-89.5211075,-6,1,NA
"M43","MS","Prentiss-Jefferson Davis County","Prentiss","USA",31.59544583,-89.90619056,-6,1,NA
"M44","MS","Houston Municipal","Houston","USA",33.89177944,-89.02367194,-6,1,NA
"M46","MT","Colstrip","Colstrip","USA",45.85285,-106.7092722,-7,1,NA
"M48","MO","Houston Memorial","Houston","USA",37.33009167,-91.97316944,-6,1,NA
"M52","TN","Franklin-Wilkins","Lexington","USA",35.65131944,-88.37893444,-6,1,NA
"M53","TN","Humboldt Municipal","Humboldt","USA",35.80218,-88.87494944,-6,1,NA
"M54","TN","Lebanon Municipal","Lebanon","USA",36.19041667,-86.31569444,-6,1,NA
"M58","MO","Monett Municipal","Monett","USA",36.90621528,-94.01275833,-6,1,NA
"M59","MS","Richton-Perry County","Richton","USA",31.31739944,-88.93504778,-6,1,NA
"M60","AR","Woodruff County","Augusta","USA",35.27175278,-91.27040417,-6,1,NA
"M65","AR","Wynne Municipal","Wynne","USA",35.23160167,-90.76155111,-6,1,NA
"M70","AR","Pocahontas Municipal","Pocahontas","USA",36.24551111,-90.95520444,-6,1,NA
"M72","MS","New Albany-Union County","New Albany","USA",34.54722222,-89.02416667,-6,1,NA
"M73","AR","Almyra Municipal","Almyra","USA",34.41232833,-91.46634722,-6,1,NA
"M75","MT","Malta","Malta","USA",48.36694167,-107.9193444,-7,1,NA
"M76","MS","Picayune Municipal","Picayune","USA",30.48748472,-89.65119306,-6,1,NA
"M77","AR","Howard County","Nashville","USA",33.99673833,-93.83813583,-6,1,NA
"M78","AR","Malvern Municipal","Malvern","USA",34.33331583,-92.76149944,-6,1,NA
"M79","LA","John H Hooks Jr Memorial","Rayville","USA",32.48633611,-91.77087528,-6,1,NA
"M82","AL","Madison County Executive ","Huntsville","USA",34.85645028,-86.55621472,-6,1,NA
